,weight,height,label,predict,
3167,0.47,0.715,normal,normal,
3168,0.43,0.8,thin,thin,
3169,0.35,0.88,thin,thin,
3170,0.67,0.92,normal,normal,
3171,0.72,0.835,fat,fat,
3172,0.38,0.79,thin,thin,
3173,0.45,0.88,thin,thin,
3174,0.66,0.635,fat,fat,
3175,0.46,0.85,thin,thin,
3176,0.4,0.635,normal,normal,
3177,0.65,0.88,normal,normal,
3178,0.52,0.895,thin,thin,
3179,0.48,0.71,normal,normal,
3180,0.46,0.72,normal,normal,
3181,0.69,0.95,normal,normal,
3182,0.35,0.79,thin,thin,
3183,0.6,0.72,fat,fat,
3184,0.54,0.645,fat,fat,
3185,0.43,0.64,fat,fat,
3186,0.61,0.615,fat,fat,
3187,0.64,0.69,fat,fat,
3188,0.41,0.605,fat,fat,
3189,0.43,0.73,normal,normal,
3190,0.55,0.905,thin,thin,
3191,0.71,0.645,fat,fat,
3192,0.63,0.645,fat,fat,
3193,0.69,0.775,fat,fat,
3194,0.35,0.93,thin,thin,
3195,0.66,0.765,fat,fat,
3196,0.75,0.765,fat,fat,
3197,0.7,0.94,normal,normal,
3198,0.73,0.77,fat,fat,
3199,0.65,0.865,normal,normal,
3200,0.65,0.67,fat,fat,
3201,0.55,0.655,fat,fat,
3202,0.77,0.74,fat,fat,
3203,0.59,0.89,normal,normal,
3204,0.66,0.695,fat,fat,
3205,0.41,0.92,thin,thin,
3206,0.77,0.82,fat,fat,
3207,0.45,0.74,normal,normal,
3208,0.57,0.99,thin,thin,
3209,0.5,0.995,thin,thin,
3210,0.39,0.86,thin,thin,
3211,0.38,0.965,thin,thin,
3212,0.5,0.615,fat,fat,
3213,0.59,0.63,fat,fat,
3214,0.68,0.75,fat,fat,
3215,0.44,0.725,normal,normal,
3216,0.65,0.645,fat,fat,
3217,0.59,0.695,fat,fat,
3218,0.54,0.915,thin,thin,
3219,0.61,0.93,thin,thin,
3220,0.78,0.98,normal,normal,
3221,0.5,0.91,thin,thin,
3222,0.63,0.88,normal,normal,
3223,0.74,0.815,fat,fat,
3224,0.8,0.685,fat,fat,
3225,0.36,0.7,thin,normal,
3226,0.53,0.87,thin,thin,
3227,0.59,0.85,normal,normal,
3228,0.56,0.915,thin,thin,
3229,0.41,1,thin,thin,
3230,0.72,0.73,fat,fat,
3231,0.41,0.905,thin,thin,
3232,0.78,0.615,fat,fat,
3233,0.49,0.795,normal,normal,
3234,0.7,0.655,fat,fat,
3235,0.42,0.775,thin,thin,
3236,0.66,0.835,normal,normal,
3237,0.49,0.65,fat,fat,
3238,0.71,0.66,fat,fat,
3239,0.69,0.82,fat,fat,
3240,0.6,0.785,normal,normal,
3241,0.62,0.645,fat,fat,
3242,0.79,0.77,fat,fat,
3243,0.41,0.95,thin,thin,
3244,0.45,0.93,thin,thin,
3245,0.73,0.885,normal,normal,
3246,0.77,0.685,fat,fat,
3247,0.54,0.975,thin,thin,
3248,0.61,0.66,fat,fat,
3249,0.63,0.655,fat,fat,
3250,0.41,0.995,thin,thin,
3251,0.63,0.9,normal,normal,
3252,0.79,0.81,fat,fat,
3253,0.65,0.71,fat,fat,
3254,0.61,0.85,normal,normal,
3255,0.54,0.68,fat,fat,
3256,0.54,0.7,fat,fat,
3257,0.37,0.64,normal,normal,
3258,0.65,0.865,normal,normal,
3259,0.76,0.865,fat,fat,
3260,0.47,0.87,thin,thin,
3261,0.55,0.63,fat,fat,
3262,0.73,0.805,fat,fat,
3263,0.39,0.75,thin,thin,
3264,0.44,0.785,thin,thin,
3265,0.4,0.995,thin,thin,
3266,0.71,0.975,normal,normal,
3267,0.45,0.635,fat,fat,
3268,0.35,0.96,thin,thin,
3269,0.58,0.655,fat,fat,
3270,0.52,0.885,thin,thin,
3271,0.57,0.805,normal,normal,
3272,0.65,0.695,fat,fat,
3273,0.77,0.755,fat,fat,
3274,0.47,0.765,normal,normal,
3275,0.37,0.74,thin,thin,
3276,0.76,0.95,normal,normal,
3277,0.62,0.985,thin,thin,
3278,0.54,0.735,normal,normal,
3279,0.56,0.995,thin,thin,
3280,0.73,0.96,normal,normal,
3281,0.6,0.96,thin,thin,
3282,0.52,0.975,thin,thin,
3283,0.46,0.93,thin,thin,
3284,0.37,0.81,thin,thin,
3285,0.43,0.735,normal,normal,
3286,0.62,0.77,fat,fat,
3287,0.38,0.945,thin,thin,
3288,0.38,0.69,normal,normal,
3289,0.44,0.615,fat,fat,
3290,0.52,0.95,thin,thin,
3291,0.71,0.86,normal,normal,
3292,0.39,0.645,normal,normal,
3293,0.79,0.945,normal,normal,
3294,0.67,0.86,normal,normal,
3295,0.64,0.855,normal,normal,
3296,0.53,0.925,thin,thin,
3297,0.72,0.66,fat,fat,
3298,0.68,0.69,fat,fat,
3299,0.73,0.905,normal,normal,
3300,0.61,0.865,normal,normal,
3301,0.69,0.975,thin,normal,
3302,0.41,0.865,thin,thin,
3303,0.64,0.775,fat,fat,
3304,0.74,0.72,fat,fat,
3305,0.52,0.82,normal,normal,
3306,0.4,0.645,normal,normal,
3307,0.46,0.8,thin,thin,
3308,0.49,0.7,fat,normal,
3309,0.58,0.85,normal,normal,
3310,0.36,0.865,thin,thin,
3311,0.53,0.655,fat,fat,
3312,0.4,0.67,normal,normal,
3313,0.65,0.625,fat,fat,
3314,0.7,0.98,thin,normal,
3315,0.66,0.935,normal,normal,
3316,0.46,0.64,fat,fat,
3317,0.36,0.64,normal,normal,
3318,0.79,0.885,fat,fat,
3319,0.7,0.895,normal,normal,
3320,0.68,0.895,normal,normal,
3321,0.69,0.865,normal,normal,
3322,0.67,0.935,normal,normal,
3323,0.35,1,thin,thin,
3324,0.74,0.99,normal,normal,
3325,0.55,0.725,fat,fat,
3326,0.58,0.66,fat,fat,
3327,0.53,0.82,normal,normal,
3328,0.42,0.985,thin,thin,
3329,0.68,0.64,fat,fat,
3330,0.51,0.655,fat,fat,
3331,0.39,0.94,thin,thin,
3332,0.37,0.67,normal,normal,
3333,0.59,0.905,thin,thin,
3334,0.74,0.855,fat,fat,
3335,0.75,0.64,fat,fat,
3336,0.63,0.945,thin,thin,
3337,0.8,0.89,fat,fat,
3338,0.66,0.935,normal,normal,
3339,0.69,0.815,fat,fat,
3340,0.56,0.75,normal,normal,
3341,0.72,1,thin,normal,
3342,0.55,0.61,fat,fat,
3343,0.5,0.855,thin,thin,
3344,0.38,0.73,thin,thin,
3345,0.4,0.62,fat,fat,
3346,0.62,0.63,fat,fat,
3347,0.4,0.81,thin,thin,
3348,0.46,0.905,thin,thin,
3349,0.51,0.965,thin,thin,
3350,0.5,0.99,thin,thin,
3351,0.5,1,thin,thin,
3352,0.46,0.645,fat,fat,
3353,0.42,0.99,thin,thin,
3354,0.64,0.78,fat,fat,
3355,0.56,0.62,fat,fat,
3356,0.65,0.995,thin,thin,
3357,0.37,0.805,thin,thin,
3358,0.57,0.645,fat,fat,
3359,0.55,0.98,thin,thin,
3360,0.43,0.995,thin,thin,
3361,0.37,0.615,normal,normal,
3362,0.56,0.75,normal,normal,
3363,0.74,0.97,normal,normal,
3364,0.47,0.61,fat,fat,
3365,0.61,0.685,fat,fat,
3366,0.66,0.935,normal,normal,
3367,0.54,0.655,fat,fat,
3368,0.57,0.615,fat,fat,
3369,0.69,0.72,fat,fat,
3370,0.74,0.615,fat,fat,
3371,0.61,0.935,thin,thin,
3372,0.39,0.86,thin,thin,
3373,0.36,0.815,thin,thin,
3374,0.8,0.76,fat,fat,
3375,0.56,0.86,normal,normal,
3376,0.49,0.955,thin,thin,
3377,0.43,0.855,thin,thin,
3378,0.46,0.885,thin,thin,
3379,0.42,0.765,thin,thin,
3380,0.78,0.985,normal,normal,
3381,0.64,0.945,thin,thin,
3382,0.52,0.98,thin,thin,
3383,0.4,0.65,normal,normal,
3384,0.56,0.6,fat,fat,
3385,0.63,0.88,normal,normal,
3386,0.55,0.855,normal,normal,
3387,0.46,0.72,normal,normal,
3388,0.75,0.98,normal,normal,
3389,0.79,0.76,fat,fat,
3390,0.35,0.91,thin,thin,
3391,0.49,0.65,fat,fat,
3392,0.74,0.69,fat,fat,
3393,0.4,0.86,thin,thin,
3394,0.76,0.735,fat,fat,
3395,0.63,0.94,thin,thin,
3396,0.75,0.835,fat,fat,
3397,0.42,1,thin,thin,
3398,0.63,0.82,normal,normal,
3399,0.52,0.84,thin,thin,
3400,0.51,0.915,thin,thin,
3401,0.71,0.84,fat,fat,
3402,0.68,0.97,thin,thin,
3403,0.6,0.95,thin,thin,
3404,0.73,0.87,normal,normal,
3405,0.54,0.785,normal,normal,
3406,0.66,0.69,fat,fat,
3407,0.68,0.96,thin,normal,
3408,0.39,0.93,thin,thin,
3409,0.6,0.9,normal,normal,
3410,0.41,0.87,thin,thin,
3411,0.43,0.79,thin,thin,
3412,0.78,0.94,normal,normal,
3413,0.64,0.845,normal,normal,
3414,0.69,1,thin,thin,
3415,0.75,0.855,fat,fat,
3416,0.71,0.655,fat,fat,
3417,0.69,0.775,fat,fat,
3418,0.47,0.8,thin,thin,
3419,0.59,0.86,normal,normal,
3420,0.5,0.72,normal,normal,
3421,0.42,0.71,normal,normal,
3422,0.57,0.81,normal,normal,
3423,0.56,0.865,normal,normal,
3424,0.41,0.735,normal,normal,
3425,0.77,0.75,fat,fat,
3426,0.65,0.88,normal,normal,
3427,0.77,0.86,fat,fat,
3428,0.53,0.735,normal,normal,
3429,0.56,0.875,thin,thin,
3430,0.46,0.77,normal,normal,
3431,0.5,0.945,thin,thin,
3432,0.43,0.645,fat,fat,
3433,0.66,0.69,fat,fat,
3434,0.39,0.76,thin,thin,
3435,0.35,0.6,normal,normal,
3436,0.54,0.715,fat,fat,
3437,0.35,0.645,normal,normal,
3438,0.39,0.675,normal,normal,
3439,0.63,0.695,fat,fat,
3440,0.78,0.71,fat,fat,
3441,0.62,0.91,normal,normal,
3442,0.79,0.965,normal,normal,
3443,0.73,0.63,fat,fat,
3444,0.65,0.83,normal,normal,
3445,0.77,0.985,normal,normal,
3446,0.46,0.71,normal,normal,
3447,0.79,0.945,normal,normal,
3448,0.78,0.925,normal,normal,
3449,0.58,0.655,fat,fat,
3450,0.78,0.85,fat,fat,
3451,0.49,0.885,thin,thin,
3452,0.41,0.85,thin,thin,
3453,0.68,0.665,fat,fat,
3454,0.7,0.76,fat,fat,
3455,0.65,0.97,thin,thin,
3456,0.58,0.955,thin,thin,
3457,0.43,0.995,thin,thin,
3458,0.73,0.885,normal,normal,
3459,0.51,0.84,thin,thin,
3460,0.37,0.995,thin,thin,
3461,0.35,0.85,thin,thin,
3462,0.57,0.695,fat,fat,
3463,0.36,0.675,normal,normal,
3464,0.8,0.63,fat,fat,
3465,0.77,0.645,fat,fat,
3466,0.65,0.615,fat,fat,
3467,0.39,0.805,thin,thin,
3468,0.65,0.935,normal,normal,
3469,0.51,0.645,fat,fat,
3470,0.43,0.94,thin,thin,
3471,0.42,0.76,thin,thin,
3472,0.49,0.95,thin,thin,
3473,0.72,0.725,fat,fat,
3474,0.52,0.6,fat,fat,
3475,0.42,0.855,thin,thin,
3476,0.77,0.795,fat,fat,
3477,0.63,0.975,thin,thin,
3478,0.78,0.945,normal,normal,
3479,0.45,0.875,thin,thin,
3480,0.8,0.6,fat,fat,
3481,0.79,0.94,normal,normal,
3482,0.46,0.945,thin,thin,
3483,0.73,0.87,normal,normal,
3484,0.75,0.855,fat,fat,
3485,0.77,0.91,normal,normal,
3486,0.7,0.75,fat,fat,
3487,0.59,0.86,normal,normal,
3488,0.72,0.69,fat,fat,
3489,0.72,0.645,fat,fat,
3490,0.57,0.65,fat,fat,
3491,0.39,0.85,thin,thin,
3492,0.65,0.925,normal,normal,
3493,0.45,0.995,thin,thin,
3494,0.77,0.715,fat,fat,
3495,0.5,0.835,thin,thin,
3496,0.61,0.765,fat,fat,
3497,0.8,0.6,fat,fat,
3498,0.64,0.985,thin,thin,
3499,0.4,0.745,thin,thin,
3500,0.79,0.93,normal,normal,
3501,0.7,0.75,fat,fat,
3502,0.43,0.99,thin,thin,
3503,0.39,0.8,thin,thin,
3504,0.59,0.935,thin,thin,
3505,0.65,0.945,thin,thin,
3506,0.61,0.65,fat,fat,
3507,0.51,0.69,fat,fat,
3508,0.64,0.83,normal,normal,
3509,0.71,0.665,fat,fat,
3510,0.77,0.705,fat,fat,
3511,0.61,0.68,fat,fat,
3512,0.53,0.875,thin,thin,
3513,0.45,0.87,thin,thin,
3514,0.38,0.765,thin,thin,
3515,0.77,0.615,fat,fat,
3516,0.41,0.705,normal,normal,
3517,0.69,0.65,fat,fat,
3518,0.68,0.645,fat,fat,
3519,0.77,0.875,fat,normal,
3520,0.76,0.66,fat,fat,
3521,0.79,0.76,fat,fat,
3522,0.5,0.9,thin,thin,
3523,0.54,0.975,thin,thin,
3524,0.77,0.755,fat,fat,
3525,0.78,0.965,normal,normal,
3526,0.69,0.725,fat,fat,
3527,0.7,0.985,thin,thin,
3528,0.77,0.695,fat,fat,
3529,0.52,0.76,normal,normal,
3530,0.75,0.935,normal,normal,
3531,0.79,0.79,fat,fat,
3532,0.76,0.76,fat,fat,
3533,0.71,0.88,normal,normal,
3534,0.53,0.945,thin,thin,
3535,0.62,0.72,fat,fat,
3536,0.65,0.695,fat,fat,
3537,0.46,0.86,thin,thin,
3538,0.45,0.8,thin,thin,
3539,0.42,0.915,thin,thin,
3540,0.77,0.665,fat,fat,
3541,0.53,0.73,normal,normal,
3542,0.71,0.79,fat,fat,
3543,0.61,0.625,fat,fat,
3544,0.71,0.71,fat,fat,
3545,0.48,0.785,normal,normal,
3546,0.62,0.745,fat,fat,
3547,0.74,0.615,fat,fat,
3548,0.64,0.755,fat,fat,
3549,0.43,0.96,thin,thin,
3550,0.67,0.65,fat,fat,
3551,0.79,0.735,fat,fat,
3552,0.71,0.725,fat,fat,
3553,0.56,0.905,thin,thin,
3554,0.57,0.61,fat,fat,
3555,0.43,0.785,thin,thin,
3556,0.52,0.655,fat,fat,
3557,0.66,0.945,thin,normal,
3558,0.68,0.815,fat,fat,
3559,0.77,0.79,fat,fat,
3560,0.39,0.815,thin,thin,
3561,0.45,0.95,thin,thin,
3562,0.74,0.97,normal,normal,
3563,0.37,0.64,normal,normal,
3564,0.45,0.97,thin,thin,
3565,0.51,0.815,normal,normal,
3566,0.47,0.64,fat,fat,
3567,0.4,0.785,thin,thin,
3568,0.52,0.81,normal,normal,
3569,0.73,0.825,fat,fat,
3570,0.56,0.68,fat,fat,
3571,0.42,0.78,thin,thin,
3572,0.44,0.695,normal,normal,
3573,0.73,0.88,normal,normal,
3574,0.45,0.695,normal,normal,
3575,0.4,0.955,thin,thin,
3576,0.71,0.68,fat,fat,
3577,0.55,0.97,thin,thin,
3578,0.63,0.78,fat,fat,
3579,0.41,0.93,thin,thin,
3580,0.48,0.82,thin,thin,
3581,0.54,0.96,thin,thin,
3582,0.41,0.645,normal,normal,
3583,0.6,0.96,thin,thin,
3584,0.43,0.61,fat,fat,
3585,0.65,0.845,normal,normal,
3586,0.58,0.875,normal,normal,
3587,0.65,0.76,fat,fat,
3588,0.6,0.955,thin,thin,
3589,0.4,0.66,normal,normal,
3590,0.53,0.89,thin,thin,
3591,0.51,0.835,thin,thin,
3592,0.47,0.79,normal,normal,
3593,0.55,0.635,fat,fat,
3594,0.42,0.745,normal,normal,
3595,0.58,0.64,fat,fat,
3596,0.63,0.73,fat,fat,
3597,0.45,0.85,thin,thin,
3598,0.76,0.955,normal,normal,
3599,0.46,0.99,thin,thin,
3600,0.65,0.635,fat,fat,
3601,0.67,0.99,thin,thin,
3602,0.75,0.735,fat,fat,
3603,0.35,0.77,thin,thin,
3604,0.57,0.945,thin,thin,
3605,0.71,0.885,normal,normal,
3606,0.49,0.925,thin,thin,
3607,0.44,0.92,thin,thin,
3608,0.65,0.69,fat,fat,
3609,0.56,0.84,normal,normal,
3610,0.78,0.795,fat,fat,
3611,0.46,0.965,thin,thin,
3612,0.78,0.67,fat,fat,
3613,0.39,0.75,thin,thin,
3614,0.49,0.895,thin,thin,
3615,0.48,0.995,thin,thin,
3616,0.35,0.875,thin,thin,
3617,0.41,0.93,thin,thin,
3618,0.43,0.6,fat,fat,
3619,0.43,0.81,thin,thin,
3620,0.54,0.885,thin,thin,
3621,0.56,0.765,normal,normal,
3622,0.39,0.99,thin,thin,
3623,0.44,0.77,normal,normal,
3624,0.76,0.73,fat,fat,
3625,0.37,0.95,thin,thin,
3626,0.69,0.845,normal,normal,
3627,0.63,0.635,fat,fat,
3628,0.7,0.6,fat,fat,
3629,0.39,0.61,fat,fat,
3630,0.56,0.855,normal,normal,
3631,0.56,0.855,normal,normal,
3632,0.56,0.77,normal,normal,
3633,0.67,0.73,fat,fat,
3634,0.41,0.805,thin,thin,
3635,0.7,0.81,fat,fat,
3636,0.54,0.745,normal,normal,
3637,0.45,0.8,thin,thin,
3638,0.53,0.83,normal,normal,
3639,0.74,0.89,normal,normal,
3640,0.65,0.795,fat,fat,
3641,0.51,0.755,normal,normal,
3642,0.51,0.895,thin,thin,
3643,0.5,0.605,fat,fat,
3644,0.38,0.845,thin,thin,
3645,0.64,0.645,fat,fat,
3646,0.49,0.6,fat,fat,
3647,0.44,0.865,thin,thin,
3648,0.61,0.655,fat,fat,
3649,0.62,0.91,normal,normal,
3650,0.63,0.61,fat,fat,
3651,0.79,0.985,normal,normal,
3652,0.36,0.665,normal,normal,
3653,0.51,0.98,thin,thin,
3654,0.43,0.77,thin,thin,
3655,0.38,0.89,thin,thin,
3656,0.47,0.91,thin,thin,
3657,0.37,0.8,thin,thin,
3658,0.42,0.93,thin,thin,
3659,0.47,0.925,thin,thin,
3660,0.68,0.635,fat,fat,
3661,0.4,1,thin,thin,
3662,0.77,0.81,fat,fat,
3663,0.39,0.785,thin,thin,
3664,0.73,0.955,normal,normal,
3665,0.69,0.735,fat,fat,
3666,0.67,0.74,fat,fat,
3667,0.67,0.895,normal,normal,
3668,0.4,0.92,thin,thin,
3669,0.79,0.935,normal,normal,
3670,0.48,0.73,normal,normal,
3671,0.61,0.965,thin,thin,
3672,0.42,0.635,fat,fat,
3673,0.64,0.875,normal,normal,
3674,0.52,0.91,thin,thin,
3675,0.41,0.605,fat,fat,
3676,0.52,0.745,normal,normal,
3677,0.53,0.8,normal,normal,
3678,0.37,0.61,normal,normal,
3679,0.43,0.765,thin,thin,
3680,0.61,0.6,fat,fat,
3681,0.78,0.97,normal,normal,
3682,0.75,0.6,fat,fat,
3683,0.68,0.68,fat,fat,
3684,0.76,0.625,fat,fat,
3685,0.6,0.88,normal,normal,
3686,0.58,0.885,normal,normal,
3687,0.42,0.765,thin,thin,
3688,0.74,0.745,fat,fat,
3689,0.39,0.85,thin,thin,
3690,0.79,0.82,fat,fat,
3691,0.38,0.815,thin,thin,
3692,0.36,1,thin,thin,
3693,0.6,0.845,normal,normal,
3694,0.69,0.83,fat,normal,
3695,0.45,0.825,thin,thin,
3696,0.62,0.98,thin,thin,
3697,0.62,0.94,thin,thin,
3698,0.78,0.87,fat,fat,
3699,0.74,0.985,normal,normal,
3700,0.66,0.685,fat,fat,
3701,0.73,0.845,fat,fat,
3702,0.53,0.62,fat,fat,
3703,0.44,0.63,fat,fat,
3704,0.59,0.77,normal,normal,
3705,0.47,0.75,normal,normal,
3706,0.76,0.675,fat,fat,
3707,0.44,0.85,thin,thin,
3708,0.69,0.81,fat,fat,
3709,0.74,0.69,fat,fat,
3710,0.74,0.98,normal,normal,
3711,0.42,0.885,thin,thin,
3712,0.73,0.865,normal,normal,
3713,0.5,0.645,fat,fat,
3714,0.75,0.645,fat,fat,
3715,0.45,0.865,thin,thin,
3716,0.51,0.835,thin,thin,
3717,0.47,0.89,thin,thin,
3718,0.79,0.975,normal,normal,
3719,0.6,0.67,fat,fat,
3720,0.75,0.92,normal,normal,
3721,0.68,0.87,normal,normal,
3722,0.54,0.93,thin,thin,
3723,0.4,0.74,thin,thin,
3724,0.49,0.87,thin,thin,
3725,0.73,0.815,fat,fat,
3726,0.69,0.99,thin,thin,
3727,0.4,0.82,thin,thin,
3728,0.52,0.6,fat,fat,
3729,0.68,0.7,fat,fat,
3730,0.51,0.94,thin,thin,
3731,0.44,0.83,thin,thin,
3732,0.67,0.63,fat,fat,
3733,0.65,0.87,normal,normal,
3734,0.74,0.87,normal,normal,
3735,0.43,0.965,thin,thin,
3736,0.8,0.96,normal,normal,
3737,0.44,0.63,fat,fat,
3738,0.59,0.81,normal,normal,
3739,0.39,0.64,normal,normal,
3740,0.66,0.675,fat,fat,
3741,0.62,0.89,normal,normal,
3742,0.59,0.84,normal,normal,
3743,0.68,0.795,fat,fat,
3744,0.66,0.995,thin,thin,
3745,0.46,0.8,thin,thin,
3746,0.71,0.955,normal,normal,
3747,0.76,1,normal,normal,
3748,0.37,0.655,normal,normal,
3749,0.36,0.7,thin,normal,
3750,0.56,0.715,fat,fat,
3751,0.71,0.71,fat,fat,
3752,0.35,0.655,normal,normal,
3753,0.63,0.745,fat,fat,
3754,0.45,0.87,thin,thin,
3755,0.69,0.82,fat,fat,
3756,0.55,0.865,thin,thin,
3757,0.47,0.695,normal,normal,
3758,0.67,0.635,fat,fat,
3759,0.42,0.6,fat,fat,
3760,0.8,0.66,fat,fat,
3761,0.4,0.85,thin,thin,
3762,0.47,0.655,fat,fat,
3763,0.41,0.95,thin,thin,
3764,0.6,0.76,fat,fat,
3765,0.72,0.885,normal,normal,
3766,0.62,0.815,normal,normal,
3767,0.43,0.725,normal,normal,
3768,0.69,0.75,fat,fat,
3769,0.41,0.94,thin,thin,
3770,0.75,0.705,fat,fat,
3771,0.63,0.845,normal,normal,
3772,0.77,0.81,fat,fat,
3773,0.5,0.96,thin,thin,
3774,0.36,0.605,normal,normal,
3775,0.77,1,normal,normal,
3776,0.44,0.955,thin,thin,
3777,0.38,0.64,normal,normal,
3778,0.5,0.705,fat,fat,
3779,0.44,0.715,normal,normal,
3780,0.6,0.665,fat,fat,
3781,0.39,0.955,thin,thin,
3782,0.54,0.785,normal,normal,
3783,0.46,0.65,fat,fat,
3784,0.5,0.925,thin,thin,
3785,0.44,0.915,thin,thin,
3786,0.75,0.855,fat,fat,
3787,0.63,0.725,fat,fat,
3788,0.5,0.82,normal,normal,
3789,0.48,0.845,thin,thin,
3790,0.36,0.99,thin,thin,
3791,0.7,0.915,normal,normal,
3792,0.48,0.92,thin,thin,
3793,0.38,0.74,thin,thin,
3794,0.76,0.7,fat,fat,
3795,0.39,0.74,thin,thin,
3796,0.35,0.785,thin,thin,
3797,0.76,0.85,fat,fat,
3798,0.4,0.685,normal,normal,
3799,0.67,0.745,fat,fat,
3800,0.78,0.84,fat,fat,
3801,0.59,0.955,thin,thin,
3802,0.56,0.77,normal,normal,
3803,0.61,0.935,thin,thin,
3804,0.72,0.82,fat,fat,
3805,0.53,0.955,thin,thin,
3806,0.59,0.925,thin,thin,
3807,0.8,0.82,fat,fat,
3808,0.54,0.83,normal,normal,
3809,0.63,0.89,normal,normal,
3810,0.37,0.74,thin,thin,
3811,0.43,0.665,normal,normal,
3812,0.48,0.72,normal,normal,
3813,0.47,0.72,normal,normal,
3814,0.67,0.88,normal,normal,
3815,0.6,0.7,fat,fat,
3816,0.78,0.915,normal,normal,
3817,0.49,0.65,fat,fat,
3818,0.51,0.61,fat,fat,
3819,0.68,0.955,normal,normal,
3820,0.64,0.795,fat,fat,
3821,0.6,0.795,normal,normal,
3822,0.67,0.825,normal,normal,
3823,0.68,0.705,fat,fat,
3824,0.8,0.76,fat,fat,
3825,0.53,0.815,normal,normal,
3826,0.64,0.725,fat,fat,
3827,0.63,0.81,normal,normal,
3828,0.67,0.625,fat,fat,
3829,0.56,0.675,fat,fat,
3830,0.35,0.89,thin,thin,
3831,0.78,0.85,fat,fat,
3832,0.76,0.85,fat,fat,
3833,0.63,0.625,fat,fat,
3834,0.73,0.62,fat,fat,
3835,0.71,0.805,fat,fat,
3836,0.49,0.95,thin,thin,
3837,0.8,0.775,fat,fat,
3838,0.4,0.845,thin,thin,
3839,0.58,0.805,normal,normal,
3840,0.47,0.97,thin,thin,
3841,0.73,0.955,normal,normal,
3842,0.43,0.975,thin,thin,
3843,0.36,0.93,thin,thin,
3844,0.61,0.77,fat,fat,
3845,0.51,0.8,normal,normal,
3846,0.57,0.89,thin,thin,
3847,0.56,0.73,fat,fat,
3848,0.42,0.705,normal,normal,
3849,0.42,0.795,thin,thin,
3850,0.54,0.63,fat,fat,
3851,0.64,0.67,fat,fat,
3852,0.45,0.625,fat,fat,
3853,0.49,0.95,thin,thin,
3854,0.5,0.93,thin,thin,
3855,0.56,0.97,thin,thin,
3856,0.41,0.66,normal,normal,
3857,0.51,0.705,fat,fat,
3858,0.4,0.6,fat,fat,
3859,0.6,0.61,fat,fat,
3860,0.48,0.8,normal,normal,
3861,0.62,0.76,fat,fat,
3862,0.72,0.765,fat,fat,
3863,0.7,0.675,fat,fat,
3864,0.35,0.75,thin,thin,
3865,0.44,0.775,thin,thin,
3866,0.35,0.795,thin,thin,
3867,0.38,0.755,thin,thin,
3868,0.52,0.79,normal,normal,
3869,0.68,0.72,fat,fat,
3870,0.79,0.61,fat,fat,
3871,0.38,0.63,normal,normal,
3872,0.59,0.92,thin,thin,
3873,0.53,0.695,fat,fat,
3874,0.52,0.62,fat,fat,
3875,0.67,0.86,normal,normal,
3876,0.59,0.835,normal,normal,
3877,0.68,0.93,normal,normal,
3878,0.43,0.64,fat,fat,
3879,0.44,0.935,thin,thin,
3880,0.69,0.69,fat,fat,
3881,0.71,0.605,fat,fat,
3882,0.76,0.755,fat,fat,
3883,0.5,0.64,fat,fat,
3884,0.37,0.93,thin,thin,
3885,0.75,0.675,fat,fat,
3886,0.73,0.815,fat,fat,
3887,0.38,0.62,normal,normal,
3888,0.4,0.73,normal,normal,
3889,0.54,0.985,thin,thin,
3890,0.62,0.875,normal,normal,
3891,0.75,0.98,normal,normal,
3892,0.57,0.64,fat,fat,
3893,0.38,0.925,thin,thin,
3894,0.73,0.6,fat,fat,
3895,0.41,0.675,normal,normal,
3896,0.66,0.94,normal,normal,
3897,0.71,0.815,fat,fat,
3898,0.43,0.655,fat,normal,
3899,0.41,0.96,thin,thin,
3900,0.79,0.6,fat,fat,
3901,0.54,0.685,fat,fat,
3902,0.5,0.68,fat,fat,
3903,0.79,0.795,fat,fat,
3904,0.66,0.65,fat,fat,
3905,0.68,0.765,fat,fat,
3906,0.51,0.675,fat,fat,
3907,0.46,0.74,normal,normal,
3908,0.78,0.9,normal,normal,
3909,0.43,0.895,thin,thin,
3910,0.61,0.79,normal,normal,
3911,0.7,0.765,fat,fat,
3912,0.63,0.85,normal,normal,
3913,0.58,0.965,thin,thin,
3914,0.71,0.61,fat,fat,
3915,0.54,0.89,thin,thin,
3916,0.71,0.805,fat,fat,
3917,0.72,0.945,normal,normal,
3918,0.47,0.755,normal,normal,
3919,0.47,0.845,thin,thin,
3920,0.72,0.95,normal,normal,
3921,0.41,0.85,thin,thin,
3922,0.8,0.965,normal,normal,
3923,0.5,0.67,fat,fat,
3924,0.71,0.935,normal,normal,
3925,0.61,0.955,thin,thin,
3926,0.58,0.615,fat,fat,
3927,0.59,0.745,fat,fat,
3928,0.65,0.705,fat,fat,
3929,0.78,0.945,normal,normal,
3930,0.8,0.72,fat,fat,
3931,0.56,1,thin,thin,
3932,0.61,0.645,fat,fat,
3933,0.46,1,thin,thin,
3934,0.64,0.81,normal,normal,
3935,0.53,0.905,thin,thin,
3936,0.46,0.625,fat,fat,
3937,0.43,0.66,normal,normal,
3938,0.8,0.65,fat,fat,
3939,0.39,0.875,thin,thin,
3940,0.66,0.73,fat,fat,
3941,0.49,0.75,normal,normal,
3942,0.63,0.69,fat,fat,
3943,0.39,0.66,normal,normal,
3944,0.43,0.97,thin,thin,
